Código	Denominación	[A]	[B]	[B] VS [A]	
		abr-2025 Proyectado	abr-2025 Histórico	abr-2025 Histórico	
				VS	
				abr-2025 Proyectado	
		Monto	Monto	Monto	%
1630	AVANCES Y ANTICIPOS ENTREGADOS	3.113.992.772	10.475.000	-3.103.517.772	-99,66%
163010	LABORALES	573.213.736	0	-573.213.736	-100,00%
163020	GASTOS DE VIAJE	934.216	1.386.000	451.784	48,36%
163095	OTROS	2.539.844.820	9.089.000	-2.530.755.820	-99,64%
1640	ACTIVOS POR IMPUESTOS CORRIENTES	93.542.841	145.107.979	51.565.138	55,12%
164010	RETENCIÓN EN LA FUENTE	75.667.278	126.146.008	50.478.730	66,71%
164015	IMPUESTO A LAS VENTAS RETENIDO	5.988.084	3.152.321	-2.835.763	-47,36%
164020	IMPUESTO DE INDUSTRIA Y COMERCIO RETENIDO	11.887.479	15.809.650	3.922.171	32,99%
1650	DEUDORES PATRONALES Y EMPRESAS	-241.006.648	0	241.006.648	-100,00%
165005	DESCUENTO DE NOMINA	-241.006.648	0	241.006.648	-100,00%
1655	RESPONSABILIDADES PENDIENTES	40.858.173	100.071	-40.758.102	-99,76%
165510	EMPLEADOS	40.858.173	100.071	-40.758.102	-99,76%
1660	OTRAS CUENTAS POR COBRAR	638.044.866	799.025.429	160.980.563	25,23%
166035	CUENTAS POR COBRAR DE TERCEROS	499.549.828	529.012.489	29.462.661	5,90%
166050	OTROS	165.945.608	292.841.479	126.895.871	76,47%
166099	DETERIORO OTRAS CUENTAS POR COBRAR (CR)	-27.450.570	-22.828.539	4.622.031	-16,84%
17	ACTIVOS MATERIALES	9.639.615.084	9.297.701.670	-341.913.414	-3,55%
1705	PROPIEDADES PLANTA Y EQUIPO	9.572.624.079	9.231.126.670	-341.497.409	-3,57%
170502	TERRENOS	1.329.349.093	1.222.948.000	-106.401.093	-8,00%
170504	EDIFICACIONES	8.064.131.884	9.340.598.739	1.276.466.855	15,83%
170505	MUEBLES Y EQUIPO DE OFICINA	1.758.696.101	1.740.516.673	-18.179.428	-1,03%
170520	EQUIPO DE CÓMPUTO Y COMUNICACIÓN	4.402.295.967	2.896.281.699	-1.506.014.268	-34,21%
170545	MAQUINARIA Y EQUIPO	1.022.352.392	989.782.804	-32.569.588	-3,19%
170560	BIENES DE FONDOS SOCIALES	7.546.865	7.500.000	-46.865	-0,62%
170591	BIENES RECIBIDOS EN PAGO	27.168.714	27.000.000	-168.714	-0,62%
170595	DEPRECIACIÓN AGOTAMIENTO PROPIEDAD PLANTA Y EQUIPO (CR)	-7.011.748.224	-6.966.501.245	45.246.979	-0,65%
170599	DETERIORO PROPIEDAD PLANTA Y EQUIPO (CR)	-27.168.714	-27.000.000	168.714	-0,62%
1715	PROPIEDADES DE INVERSIÓN MEDIDAS A VALOR RAZONABLE	66.991.006	66.575.000	-416.006	-0,62%
171505	TERRENOS	46.287.439	46.000.000	-287.439	-0,62%
171510	EDIFICACIONES	20.703.567	20.575.000	-128.567	-0,62%
19	OTROS ACTIVOS	502.192.778	500.010.572	-2.182.205	-0,43%
1904	SUCURSALES Y AGENCIAS	0	 	 	100,00%
190405	TRASLADO DE FONDOS	0	 	 	100,00%
190510	SEGUROS	0	99.072.886	99.072.886	100,00%
190515	ARRENDAMIENTOS	0	1.043.739.561	1.043.739.561	100,00%
190595	AMORTIZACIÓN ACUMULADA (CR)	0	-1.142.812.447	-1.142.812.447	100,00%
1910	ACTIVOS INTANGIBLES ADQUIRIDOS	502.192.778	500.010.572	-2.182.206	-0,43%
191025	LICENCIAS	2.433.421.746	2.688.012.475	254.590.729	10,46%
191095	AMORTIZACIÓN ACUMULADA (CR)	-1.931.228.969	-2.188.001.903	-256.772.934	13,30%
2	PASIVOS	168.499.601.049	157.506.228.436	-10.993.372.614	-6,52%
21	DEPÓSITOS	156.018.761.371	148.027.248.625	-7.991.512.746	-5,12%
2105	DEPÓSITOS DE AHORRO	83.803.790.050	72.115.851.299	-11.687.938.751	-13,95%
210505	ORDINARIOS ACTIVAS	69.267.343.816	67.985.408.351	-1.281.935.465	-1,85%
210510	ORDINARIOS INACTIVAS	14.536.446.234	4.130.442.948	-10.406.003.286	-71,59%
2110	CERTIFICADOS DEPÓSITOS DE AHORRO A TÉRMINO	69.395.747.143	73.243.295.052	3.847.547.909	5,54%
211005	EMITIDOS MENOS DE 6 MESES	63.513.649.352	39.039.400.347	-24.474.249.005	-38,53%
211010	EMITIDOS IGUAL A 6 MESES Y MENOR E IGUAL DE 12 MESES	4.184.624.849	32.718.573.636	28.533.948.787	681,88%
211015	EMITIDOS MAYOR A 12 MESES Y MENOR DE 18 MESES	148.842.341	0	-148.842.341	-100,00%
211020	EMITIDOS IGUAL O SUPERIOR DE 18 MESES	10.051.236	452.310.000	442.258.764	4400,04%
211095	INTERESES CERTIFICADOS DEPÓSITOS DE AHORRO A TÉRMINO	1.538.579.366	1.033.011.069	-505.568.297	-32,86%
2125	DEPÓSITOS DE AHORRO CONTRACTUAL	2.819.224.178	2.668.102.274	-151.121.904	-5,36%
212505	DEPÓSITOS A CORTO PLAZO - ACTIVAS	1.918.212.855	1.796.748.124	-121.464.731	-6,33%
212510	DEPÓSITOS A CORTO PLAZO - INACTIVAS	781.962.899	625.550.149	-156.412.750	-20,00%
212515	DEPÓSITOS A LARGO PLAZO - ACTIVAS	65.036.554	155.389.225	90.352.671	138,93%
212520	DEPÓSITOS A LARGO PLAZO - INACTIVAS	16.357.691	61.580.672	45.222.981	276,46%
212595	INTERESES DEPÓSITOS DE AHORRO CONTRACTUAL	37.654.179	28.834.104	-8.820.075	-23,42%
23	OBLIGACIONES FINANCIERAS Y OTROS PASIVOS FINANCIEROS	7.654.341.366	4.971.237.452	-2.683.103.914	-35,05%
2305	CRÉDITOS ORDINARIOS CORTO PLAZO	1.539.690	437.360	-1.102.330	-71,59%
230505	BANCOS COMERCIALES	0	437.360	437.360	100,00%
230510	BANCOS COOPERATIVOS	1.536.894	0	-1.536.894	-100,00%
230535	INTERESES CRÉDITOS ORDINARIOS CORTO PLAZO	2.797	0	-2.797	-100,00%
2315	FINAGRO	6.673.624.364	4.970.800.092	-1.702.824.272	-25,52%
231505	CRÉDITOS A CORTO PLAZO	4.422.827.415	2.700.117.693	-1.722.709.722	-38,95%
231510	CRÉDITOS A LARGO PLAZO	2.114.406.248	2.188.281.927	73.875.679	3,49%
231595	INTERESES FINAGRO	136.390.700	82.400.472	-53.990.228	-39,58%
2325	BANCOLDEX	979.177.312	0	-979.177.312	-100,00%
232505	CRÉDITOS A CORTO PLAZO	324.572.203	0	-324.572.203	-100,00%
232510	CRÉDITOS A LARGO PLAZO	649.624.360	0	-649.624.360	-100,00%
232595	INTERESES BANCOLDEX	4.980.750	0	-4.980.750	-100,00%
24	CUENTAS POR PAGAR Y OTRAS	2.071.589.574	1.985.186.541	-86.403.033	-4,17%
2410	COSTOS Y GASTOS POR PAGAR	312.930.892	310.199.365	-2.731.527	-0,87%
241010	SEGUROS	79.007.697	200.010.825	121.003.128	153,15%
241095	OTROS	233.923.195	110.188.540	-123.734.655	-52,90%
2420	PROVEEDORES	0	1.732.540	1.732.540	100,00%
242005	NACIONALES	0	1.732.540	1.732.540	100,00%
2425	CONTRIBUCIONES Y AFILIACIONES	104.761.659	198.583.000	93.821.341	89,56%
242510	FONDO DE GARANTÍAS DE ENTIDADES COOPERATIVAS	104.761.659	198.583.000	93.821.341	89,56%
2430	GRAVAMEN DE LOS MOVIMIENTOS FINANCIEROS	10.070.617	14.635.510	4.564.893	45,33%
243005	SOBRE DEPÓSITOS DE AHORRO	9.715.164	13.928.716	4.213.552	43,37%
243010	SOBRE CERTIFICADOS DE DEPÓSITOS DE AHORRO A TÉRMINO	235.852	644.400	408.548	173,22%
243015	SOBRE DEPÓSITOS DE AHORRO CONTRACTUAL	118.403	32.701	-85.702	-72,38%
243095	SOBRE OTRAS TRANSACCIONES	1.198	29.693	28.495	2378,71%
2435	RETENCIÓN EN LA FUENTE	43.161.191	49.757.327	6.596.136	15,28%
243505	SALARIOS Y PAGOS LABORALES	1.343.025	1.665.000	321.975	23,97%
243515	HONORARIOS	5.825.718	3.490.320	-2.335.398	-40,09%
243520	COMISIONES	252.922	305.743	52.821	20,88%
243525	SERVICIOS	2.002.833	5.065.337	3.062.504	152,91%
243530	ARRENDAMIENTOS	1.191.811	2.022.259	830.448	69,68%
243535	RENDIMIENTOS FINANCIEROS	28.451.623	29.473.857	1.022.234	3,59%
243540	COMPRAS	825.717	3.285.022	2.459.305	297,84%
243560	IMPUESTO A LAS VENTAS RETENIDO POR CONSIGNAR	766.900	415.837	-351.063	-45,78%
243575	RETENCIÓN DE IMPUESTO DE INDUSTRIA Y COMERCIO POR COMPRAS	2.500.641	4.033.952	1.533.311	61,32%
2440	PASIVO POR IMPUESTOS CORRIENTES	93.634.173	126.247.007	32.612.834	34,83%
244010	IMPUESTO A LAS VENTAS POR PAGAR	30.968.481	39.379.707	8.411.225	27,16%
244015	INDUSTRIA Y COMERCIO	62.665.691	86.867.300	24.201.609	38,62%
2445	VALORES POR REINTEGRAR	70.065.907	115.341.631	45.275.724	64,62%
244510	MAYOR DESCUENTO	365.255	334.000	-31.255	-8,56%
244595	OTROS	69.700.653	115.007.631	45.306.979	65,00%
2450	RETENCIONES Y APORTES LABORALES	152.501.732	150.393.336	-2.108.396	-1,38%
245005	APORTES A BIENESTAR PROMOTORAS DE SALUD EPS	17.444.028	25.966.647	8.522.619	48,86%
245010	APORTES A BIENESTAR PROMOTORAS DE PENSIÓN	60.173.282	93.500.689	33.327.407	55,39%
245015	APORTES A ADMINISTRADORAS DE RIESGOS LABORALES ARL	5.091.876	7.772.700	2.680.824	52,65%
245020	APORTES AL ICBF SENA Y CAJAS DE COMPENSACIÓN FAMILIAR	15.110.424	23.153.300	8.042.876	53,23%
245040	COOPERATIVAS	54.682.122	0	-54.682.122	-100,00%
2460	EXIGIBILIDADES POR SERVICIOS DE RECAUDO	695.438.121	836.929.269	141.491.148	20,35%
246005	SERVICIOS PÚBLICOS MUNICIPALES	53.510.228	160.875.548	107.365.320	200,64%
246015	PENSIONES Y MATRICULAS	2.825.792	30.935.250	28.109.458	994,75%
246020	NÓMINAS DE BIENESTAR	81.769.804	10.351.973	-71.417.831	-87,34%
246025	IMPUESTOS	437.357.618	524.988.778	87.631.160	20,04%
246030	CONVENIOS PROGRAMADOS	117.039.905	107.331.432	-9.708.473	-8,30%
246095	OTROS	2.934.775	2.446.288	-488.487	-16,64%
2465	REMANENTES POR PAGAR	122.726.636	181.367.556	58.640.920	47,78%
246505	DE APORTES EXASOCIADOS	122.604.052	181.192.366	58.588.314	47,79%
246510	DEPÓSITOS EXASOCIADOS	122.584	175.190	52.606	42,91%
2470	ESTABLECIMIENTOS AFILIADOS	466.298.646	0	-466.298.646	-100,00%
26	FONDOS SOCIALES Y MUTUALES	1.140.717.125	1.150.598.641	9.881.516	0,87%
2605	FONDO SOCIAL DE EDUCACIÓN	322.692.231	349.159.309	26.467.078	8,20%
2610	FONDO SOCIAL DE SOLIDARIDAD	100.389.249	174.579.654	74.190.405	73,90%
2648	FONDO SOCIAL PARA OTROS FINES	717.635.645	626.859.678	-90.775.967	-12,65%
27	OTROS PASIVOS	1.601.696.725	1.359.117.177	-242.579.548	-15,15%
2710	OBLIGACIONES LABORALES POR BENEFICIOS A EMPLEADOS	1.401.955.971	1.004.124.266	-397.831.705	-28,38%
271005	BENEFICIOS A EMPLEADOS A CORTO PLAZO	1.401.955.971	1.004.124.266	-397.831.705	-28,38%
2720	INGRESOS ANTICIPADOS - DIFERIDOS	144.733.694	173.117.367	28.383.673	19,61%
272005	INTERESES	144.733.694	173.117.367	28.383.673	19,61%
2725	INGRESOS RECIBIDOS PARA TERCEROS	55.007.060	181.875.544	126.868.484	230,64%
272505	VALORES RECIBIDOS PARA TERCEROS	55.007.060	181.875.544	126.868.484	230,64%
28	PROVISIONES	12.494.887	12.840.000	345.113	2,76%
2820	PROVISIÓN MULTAS SANCIONES LITIGIOS INDEMNIZACIONES Y DEMANDAS	12.494.887	12.840.000	345.113	2,76%
3	PATRIMONIO	54.252.230.241	75.432.724.360	21.180.494.119	39,04%
31	CAPITAL SOCIAL	57.030.321.476	57.045.453.450	15.131.975	0,03%
3105	APORTES SOCIALES TEMPORALMENTE RESTRINGIDOS	30.867.855.814	28.575.453.450	-2.292.402.363	-7,43%
310505	APORTES ORDINARIOS	30.867.855.814	28.575.453.450	-2.292.402.363	-7,43%
3110	APORTES SOCIALES MÍNIMOS NO REDUCIBLES	26.162.465.662	28.470.000.000	2.307.534.338	8,82%
311005	APORTES ORDINARIOS	24.372.905.563	26.691.552.847	2.318.647.284	9,51%
311010	APORTES AMORTIZADOS	1.789.560.099	1.778.447.153	-11.112.946	-0,62%
32	RESERVAS	11.060.979.386	11.027.880.773	-33.098.613	-0,30%
3205	RESERVA PROTECCIÓN DE APORTES	10.987.753.382	10.955.109.494	-32.643.888	-0,30%
3215	RESERVA DE ASAMBLEA	73.226.003	72.771.279	-454.724	-0,62%
33	FONDOS DE DESTINACIÓN ESPECÍFICA	738.233.571	113.752.763	-624.480.808	-84,59%
3305	FONDO PARA AMORTIZACIÓN DE APORTES	613.115.520	0	-613.115.520	-100,00%
3310	FONDO PARA REVALORIZACIÓN DE APORTES	70.208.533	57.326.627	-12.881.907	-18,35%
3325	FONDO ESPECIAL	23.675.075	24.328.988	653.913	2,76%
3330	FONDO SOCIALES CAPITALIZADOS	30.226.456	31.061.320	834.864	2,76%
3335	FONDOS DE INVERSIÓN	1.007.987	1.035.828	27.841	2,76%
35	EXCEDENTES Y/O PÉRDIDAS DEL EJERCICIO	-19.098.897.421	1.905.864.202	21.004.761.623	-109,98%
3505	EXCEDENTES	-19.098.897.421	0	19.098.897.421	-100,00%
3510	PÉRDIDAS (DB)	0	1.905.864.202	1.905.864.202	100,00%
36	RESULTADOS ACUMULADOS POR ADOPCIÓN POR PRIMERA VEZ	30.018.247	30.847.360	829.113	2,76%
3605	EXCEDENTES	30.018.247	30.847.360	829.113	2,76%
37	OTRO RESULTADO INTEGRAL	4.297.873.775	5.308.925.811	1.011.052.036	23,52%
3705	POR REVALUACIÓN DE PROPIEDAD PLANTA Y EQUIPO Y ACTIVOS INTANGIBLES	4.297.873.775	5.308.925.811	1.011.052.036	23,52%
39	RESULTADOS DE EJERCICIOS ANTERIORES	193.701.208	0	-193.701.208	-100,00%
3905	EXCEDENTES	193.701.208	0	-193.701.208	-100,00%
4	INGRESOS	14.631.422.325	16.153.985.036	1.522.562.711	10,41%
41	INGRESOS POR VENTA DE BIENES Y SERVICIOS	12.190.990.132	11.353.122.348	-837.867.784	-6,87%
4150	INGRESOS CARTERA DE CRÉDITOS	12.727.293.752	11.513.607.769	-1.213.685.983	-9,54%
415005	INTERESES DE CRÉDITOS COMERCIALES	1.790.988.317	1.441.326.938	-349.661.379	-19,52%
415010	INTERESES DE CRÉDITOS CONSUMO	4.240.950.549	4.015.964.095	-224.986.454	-5,31%
415015	INTERESES DE CRÉDITOS VIVIENDA	0	136.238.448	136.238.448	100,00%
415025	INTERESES DE MICROCRÉDITO EMPRESARIAL	1.666.657.781	1.352.090.297	-314.567.484	-18,87%
415035	INTERESES MORATORIOS CARTERA COMERCIAL	121.434.277	15.577.669	-105.856.608	-87,17%
415040	INTERESES MORATORIOS CARTERA CONSUMO	309.029.000	58.307.927	-250.721.073	-81,13%
415045	INTERESES MORATORIOS CARTERA VIVIENDA	0	961.541	961.541	100,00%
415055	INTERESES MORATORIOS CARTERA MICROCRÉDITO EMPRESARIAL	365.034.158	80.077.827	-284.956.331	-78,06%
415065	INTERESES DE CRÉDITOS PRODUCTIVOS	4.197.339.653	4.363.312.432	165.972.779	3,95%
415070	INTERESES MORATORIOS CARTERA CRÉDITOS PRODUCTIVOS	35.860.018	49.750.595	13.890.577	38,74%
4175	DEVOLUCIONES REBAJAS Y DESCUENTOS EN VENTAS (DB)	-536.303.620	-160.485.421	375.818.199	-70,08%
42	OTROS INGRESOS	2.440.432.193	4.800.862.688	2.360.430.495	96,72%
4205	INGRESOS POR UTILIDAD EN VENTA DE INVERSIONES Y OTROS ACTIVOS	536.000	0	-536.000	-100,00%
420565	ACTIVOS INTANGIBLES	536.000	0	-536.000	-100,00%
4210	INGRESOS POR VALORACIÓN INVERSIONES	693.692.342	1.042.851.351	349.159.009	50,33%
421010	EFECTIVO RESTRINGIDO	232.587.528	136.983.657	-95.603.871	-41,10%
421015	INVERSIONES FONDO DE LIQUIDEZ	350.499.254	266.341.031	-84.158.223	-24,01%
421036	INVERSIONES CONTABILIZADAS A COSTO AMORTIZADO	110.605.559	639.526.663	528.921.104	478,20%
4220	OTROS INGRESOS	543.339.851	483.603.466	-59.736.385	-10,99%
422004	INTERESES DE BANCOS Y OTRAS ENTIDADES CON ACTIVIDAD FINANCIERA	121.379.851	53.657.166	-67.722.685	-55,79%
422005	DIVIDENDOS PARTICIPACIONES Y RETORNOS	8.800.000	0	-8.800.000	-100,00%
422010	COMISIONES Y/O HONORARIOS	413.160.000	429.946.300	16.786.300	4,06%
4225	RECUPERACIONES DETERIORO	1.164.608.000	3.205.336.850	2.040.728.850	175,23%
422509	DE CRÉDITOS DE VIVIENDA	7.760.000	2.722.525	-5.037.475	-64,92%
422510	DE INTERESES CRÉDITOS DE VIVIENDA	4.096.000	9.294.316	5.198.316	126,91%
422511	DE PAGO POR CUENTA DE ASOCIADOS - CRÉDITOS DE VIVIENDA	0	666.012	666.012	100,00%
422512	DE CRÉDITOS DE CONSUMO	234.512.000	478.721.097	244.209.097	104,14%
422513	DE INTERESES CRÉDITOS DE CONSUMO	103.636.000	91.477.586	-12.158.414	-11,73%
422514	DE PAGO POR CUENTA DE ASOCIADOS - CRÉDITOS DE CONSUMO	38.476.000	4.648.629	-33.827.371	-87,92%
422518	DE MICROCRÉDITO EMPRESARIAL	292.528.000	1.039.834.470	747.306.470	255,46%
422519	DE INTERESES MICROCRÉDITO EMPRESARIAL	168.928.000	182.387.353	13.459.353	7,97%
422520	DE PAGOS POR CUENTA DE ASOCIADOS - MICROCRÉDITO EMPRESARIAL	0	17.351.970	17.351.970	100,00%
422521	DE CRÉDITOS COMERCIALES	84.116.000	181.915.802	97.799.802	116,27%
422522	DE INTERESES CRÉDITOS COMERCIALES	41.728.000	87.327.126	45.599.126	109,28%
422523	DE PAGOS POR CUENTA DE ASOCIADOS - CRÉDITOS COMERCIALES	0	9.754.307	9.754.307	100,00%
422524	DE DETERIORO GENERAL	103.812.000	432.943.704	329.131.704	317,05%
422540	DE OTRAS CUENTAS POR COBRAR	9.864.000	5.737.772	-4.126.228	-41,83%
422541	DE PROPIEDAD PLANTA Y EQUIPO	652.000	0	-652.000	-100,00%
422546	RECUPERACIÓN DE BIENES DADOS DE BAJA	0	64.118.376	64.118.376	100,00%
422549	DE CRÉDITOS PRODUCTIVOS	71.812.000	504.977.133	433.165.133	603,19%
422550	DE INTERESES CRÉDITOS PRODUCTIVOS	2.688.000	90.994.984	88.306.984	3285,23%
422551	DE PAGOS POR CUENTA DE ASOCIADOS - CRÉDITOS PRODUCTIVOS	0	463.688	463.688	100,00%
4230	ADMINISTRATIVOS Y SOCIALES	35.888.000	34.480.295	-1.407.705	-3,92%
423095	OTROS	35.888.000	34.480.295	-1.407.705	-3,92%
4240	SERVICIOS DIFERENTES AL OBJETO SOCIAL	2.312.000	2.016.808	-295.192	-12,77%
424090	OTROS	2.312.000	2.016.808	-295.192	-12,77%
4245	INDEMNIZACIONES	36.000	0	-36.000	-100,00%
424595	OTRAS	36.000	0	-36.000	-100,00%
4255	INGRESOS POR DIFERENCIA EN CAMBIO	20.000	0	-20.000	-100,00%
4265	RECUPERACIONES POR RIESGO OPERATIVO	0	32.573.917	32.573.917	100,00%
5	GASTOS	11.713.506.086	11.872.753.913	159.247.828	1,36%
51	GASTOS DE ADMINISTRACIÓN	10.139.929.618	10.599.626.672	459.697.054	4,53%
5105	BENEFICIO A EMPLEADOS	4.193.998.954	3.654.346.048	-539.652.906	-12,87%
510503	SUELDOS	2.326.528.286	2.050.086.417	-276.441.869	-11,88%
510505	HORAS EXTRAS	8.280.000	1.717.019	-6.562.981	-79,26%
510506	COMISIONES	116.430.497	111.544.353	-4.886.144	-4,20%
510507	VIÁTICOS	94.364.237	61.593.100	-32.771.137	-34,73%
510508	INCAPACIDADES	10.906.291	9.395.008	-1.511.283	-13,86%
510509	AUXILIO DE TRANSPORTE	128.848.010	97.439.991	-31.408.019	-24,38%
510510	CESANTÍAS	208.964.486	199.808.888	-9.155.598	-4,38%
510511	INTERESES SOBRE CESANTÍAS	25.076.108	23.977.027	-1.099.081	-4,38%
510512	PRIMA LEGAL	205.192.549	199.808.888	-5.383.661	-2,62%
510513	PRIMA EXTRALEGAL	18.165.578	17.308.261	-857.317	-4,72%
510514	PRIMA DE VACACIONES	96.093.764	88.109.232	-7.984.532	-8,31%
510515	PRIMA DE ANTIGÜEDAD	11.720.404	10.988.848	-731.556	-6,24%
510516	VACACIONES	95.578.125	95.771.554	193.429	0,20%
