Código	Denominación	[A]	[B]	[B] VS [A]	
		jul-2025 Proyectado	jul-2025 Histórico	jul-2025 Histórico	
				VS	
				jul-2025 Proyectado	
		Monto	Monto	Monto	%
422551	DE PAGOS POR CUENTA DE ASOCIADOS - CRÉDITOS PRODUCTIVOS	0	524.086	524.086	100,00%
4230	ADMINISTRATIVOS Y SOCIALES	62.804.000	65.625.402	2.821.402	4,49%
423095	OTROS	62.804.000	65.625.402	2.821.402	4,49%
4240	SERVICIOS DIFERENTES AL OBJETO SOCIAL	4.046.000	3.529.414	-516.586	-12,77%
424090	OTROS	4.046.000	3.529.414	-516.586	-12,77%
4245	INDEMNIZACIONES	63.000	0	-63.000	-100,00%
424595	OTRAS	63.000	0	-63.000	-100,00%
4255	INGRESOS POR DIFERENCIA EN CAMBIO	35.000	0	-35.000	-100,00%
4265	RECUPERACIONES POR RIESGO OPERATIVO	0	32.575.638	32.575.638	100,00%
5	GASTOS	24.119.348.192	23.226.891.326	-892.456.866	-3,70%
51	GASTOS DE ADMINISTRACIÓN	21.365.589.373	17.166.742.215	-4.198.847.158	-19,65%
5105	BENEFICIO A EMPLEADOS	7.248.928.958	6.488.112.761	-760.816.197	-10,50%
510503	SUELDOS	4.015.898.426	3.590.585.977	-425.312.449	-10,59%
510505	HORAS EXTRAS	14.490.000	1.921.814	-12.568.186	-86,74%
510506	COMISIONES	182.571.112	207.535.633	24.964.521	13,67%
510507	VIÁTICOS	133.682.172	125.190.800	-8.491.372	-6,35%
510508	INCAPACIDADES	16.542.456	16.349.871	-192.585	-1,16%
510509	AUXILIO DE TRANSPORTE	223.135.040	167.293.711	-55.841.329	-25,03%
510510	CESANTÍAS	361.033.104	351.405.260	-9.627.844	-2,67%
510511	INTERESES SOBRE CESANTÍAS	43.323.089	42.168.580	-1.154.509	-2,66%
510512	PRIMA LEGAL	364.830.024	351.965.346	-12.864.678	-3,53%
510513	PRIMA EXTRALEGAL	32.023.904	30.299.641	-1.724.263	-5,38%
510514	PRIMA DE VACACIONES	166.431.881	154.460.835	-11.971.046	-7,19%
510515	PRIMA DE ANTIGÜEDAD	20.132.835	19.149.902	-982.933	-4,88%
510516	VACACIONES	165.389.460	169.477.501	4.088.041	2,47%
510519	BONIFICACIONES	170.626.409	164.077.934	-6.548.475	-3,84%
510520	INDEMNIZACIONES LABORALES	17.964.353	7.235.714	-10.728.639	-59,72%
510521	DOTACIÓN Y SUMINISTRO A TRABAJADORES	42.000.000	4.231.054	-37.768.946	-89,93%
510522	AUXILIOS AL PERSONAL	223.238.236	182.662.082	-40.576.154	-18,18%
510523	APORTES SALUD	18.678.914	17.292.220	-1.386.694	-7,42%
510524	APORTES PENSIÓN	548.401.300	488.544.289	-59.857.011	-10,91%
510525	APORTES A.R.L	78.937.694	52.620.200	-26.317.494	-33,34%
510526	APORTES CAJAS DE COMPENSACIÓN FAMILIAR	181.609.304	160.809.900	-20.799.404	-11,45%
510527	APORTES I.C.B.F.	692.838	1.642.800	949.962	137,11%
510528	APORTES SENA	462.034	1.095.300	633.266	137,06%
510531	CAPACITACIÓN AL PERSONAL	27.500.000	0	-27.500.000	-100,00%
510532	GASTOS DEPORTIVOS Y DE RECREACIÓN	137.024.738	94.235.613	-42.789.125	-31,23%
510595	OTROS BENEFICIOS A EMPLEADOS	62.309.635	85.860.784	23.551.149	37,80%
5110	GASTOS GENERALES	6.260.683.302	5.186.373.189	-1.074.310.113	-17,16%
511001	HONORARIOS	379.032.640	299.004.019	-80.028.621	-21,11%
511002	IMPUESTOS	398.783.148	302.473.360	-96.309.788	-24,15%
511003	ARRENDAMIENTOS	545.069.000	565.987.912	20.918.912	3,84%
511005	SEGUROS	494.301.004	595.176.388	100.875.384	20,41%
511006	MANTENIMIENTO Y REPARACIONES	337.133.298	105.084.968	-232.048.330	-68,83%
511007	MEJORAS A BIENES AJENOS	32.000.000	690.000	-31.310.000	-97,84%
511008	CUOTAS DE ADMINISTRACIÓN	8.736.000	5.775.000	-2.961.000	-33,89%
511010	ASEO Y ELEMENTOS	219.978.559	244.100.448	24.121.889	10,97%
511011	CAFETERÍA	14.298.030	24.352.217	10.054.187	70,32%
511012	SERVICIOS PÚBLICOS	1.058.820.000	802.581.387	-256.238.613	-24,20%
511013	CORREO	87.699.034	53.349.158	-34.349.876	-39,17%
511014	TRANSPORTE FLETES Y ACARREOS	34.570.619	58.421.853	23.851.234	68,99%
511015	PAPELERÍA Y ÚTILES DE OFICINA	147.588.236	59.940.666	-87.647.570	-59,39%
511016	FOTOCOPIAS	32.205.080	28.381.925	-3.823.155	-11,87%
511018	PUBLICIDAD Y PROPAGANDA	570.375.415	471.781.687	-98.593.728	-17,29%
511019	CONTRIBUCIONES Y AFILIACIONES	206.717.000	224.249.060	17.532.060	8,48%
511020	GASTOS DE ASAMBLEA	63.312.821	76.451.208	13.138.387	20,75%
511021	GASTOS DE DIRECTIVOS	7.089.487	13.529.136	6.439.649	90,83%
511022	GASTOS DE COMITÉS	87.054.827	18.502.106	-68.552.721	-78,75%
511023	REUNIONES Y CONFERENCIAS	43.256.012	4.000.600	-39.255.412	-90,75%
511024	GASTOS LEGALES	23.541.042	46.485.994	22.944.952	97,47%
511025	INFORMACIÓN COMERCIAL	85.679.814	66.781.902	-18.897.912	-22,06%
511027	GASTOS DE VIAJES	175.537.171	225.285.900	49.748.729	28,34%
511029	VIGILANCIA PRIVADA	133.273.119	181.305.137	48.032.018	36,04%
511030	SISTEMATIZACIÓN	205.336.091	191.348.955	-13.987.136	-6,81%
511031	CUOTAS DE SOSTENIMIENTO	30.142.000	16.525.482	-13.616.518	-45,17%
511032	SUSCRIPCIONES Y PUBLICACIONES	2.062.042	1.157.000	-905.042	-43,89%
511033	ADECUACIÓN E INSTALACIÓN	198.539.252	18.327.285	-180.211.967	-90,77%
511034	ASISTENCIA TÉCNICA	65.842.248	75.982.798	10.140.550	15,40%
511035	PROCESAMIENTO ELECTRÓNICO DE DATOS	476.310.313	310.696.062	-165.614.251	-34,77%
511095	OTROS	96.400.000	98.643.576	2.243.576	2,33%
5115	DETERIORO	6.641.663.332	4.874.221.916	-1.767.441.416	-26,61%
511515	INTERESES CRÉDITOS DE VIVIENDA	2.625.000	0	-2.625.000	-100,00%
511516	PAGO POR CUENTA DE ASOCIADOS - CRÉDITOS DE VIVIENDA	98.000	15.721	-82.279	-83,96%
511517	CRÉDITOS DE CONSUMO	8.572.500.297	1.654.946.935	-6.917.553.362	-80,69%
511518	INTERESES CRÉDITOS DE CONSUMO	139.979.000	47.199.120	-92.779.880	-66,28%
511519	PAGO POR CUENTA DE ASOCIADOS - CRÉDITOS DE CONSUMO	15.183.000	4.083.269	-11.099.731	-73,11%
511523	MICROCRÉDITO EMPRESARIAL	-4.443.153.389	676.773.884	5.119.927.273	-115,23%
511524	INTERESES MICROCRÉDITO EMPRESARIAL	335.524.000	85.518.656	-250.005.344	-74,51%
511525	PAGOS POR CUENTA DE ASOCIADOS - MICROCRÉDITO EMPRESARIAL	39.487.000	13.020.267	-26.466.733	-67,03%
511526	CRÉDITOS COMERCIALES	71.035.355	546.753.013	475.717.658	669,69%
511527	INTERESES CRÉDITOS COMERCIALES	50.001.000	42.948.923	-7.052.077	-14,10%
511528	PAGOS POR CUENTA DE ASOCIADOS - CRÉDITOS COMERCIALES	11.305.000	2.237.098	-9.067.902	-80,21%
511529	DETERIORO GENERAL DE CARTERA DE CRÉDITOS	477.890.000	272.986.204	-204.903.796	-42,88%
511545	OTRAS CUENTAS POR COBRAR	14.014.000	11.016.075	-2.997.925	-21,39%
511559	INTERESES DE CRÉDITOS DE CONSUMO CON PERIODOS DE GRACIA	8.449.000	0	-8.449.000	-100,00%
511561	INTERESES DE MICROCRÉDITO EMPRESARIAL CON PERIODOS DE GRACIA	76.097.000	0	-76.097.000	-100,00%
511562	INTERESES DE CRÉDITOS COMERCIALES CON PERIODOS DE GRACIA	47.761.000	0	-47.761.000	-100,00%
511563	DETERIORO GENERAL ADICIONAL CARTERA DE CRÉDITOS	341.550.000	709.199.377	367.649.377	107,64%
511565	OTROS CONCEPTOS CAUSADOS DE CRÉDITOS DE CONSUMO POR PERIODOS DE GRACIA	329.000	0	-329.000	-100,00%
511567	OTROS CONCEPTOS CAUSADOS DE MICROCRÉDITO EMPRESARIAL POR PERIODOS DE GRACIA	3.773.000	0	-3.773.000	-100,00%
511568	OTROS CONCEPTOS CAUSADOS DE CRÉDITOS COMERCIALES POR PERIODOS DE GRACIA	2.058.000	0	-2.058.000	-100,00%
511570	CRÉDITOS PRODUCTIVOS	755.109.261	746.000.657	-9.108.604	-1,21%
511571	INTERESES CRÉDITOS PRODUCTIVOS	119.257.007	57.222.696	-62.034.311	-52,02%
511572	PAGOS POR CUENTA DE ASOCIADOS - CRÉDITOS PRODUCTIVOS	791.800	4.300.021	3.508.221	443,07%
5120	AMORTIZACIÓN Y AGOTAMIENTO	245.289.137	297.594.874	52.305.737	21,32%
512020	LICENCIAS	245.289.137	297.594.874	52.305.737	21,32%
5125	DEPRECIACIÓN PROPIEDAD PLANTA Y EQUIPO	969.024.644	320.439.475	-648.585.169	-66,93%
512505	EDIFICACIONES	39.043.839	40.620.602	1.576.763	4,04%
512510	MUEBLES Y EQUIPO DE OFICINA	102.473.939	54.645.051	-47.828.888	-46,67%
512515	EQUIPO DE CÓMPUTO Y COMUNICACIÓN	767.869.643	195.443.924	-572.425.719	-74,55%
512545	MAQUINARIA Y EQUIPO	59.637.223	29.729.898	-29.907.325	-50,15%
52	OTROS GASTOS	2.753.758.819	2.359.654.468	-394.104.351	-14,31%
5210	GASTOS FINANCIEROS	893.962.419	761.432.631	-132.529.788	-14,82%
521005	GASTOS BANCARIOS	1.358.000	658.367	-699.633	-51,52%
521020	COMISIONES	892.604.419	760.774.264	-131.830.155	-14,77%
5212	GASTOS POR RIESGO OPERATIVO	31.752.000	256.000	-31.496.000	-99,19%
5230	GASTOS VARIOS	1.828.044.400	1.597.965.837	-230.078.563	-12,59%
523005	COSTOS DE REESTRUCTURACIÓN	0	6.039	6.039	100,00%
523015	CONTRATOS ONEROSOS	854.080.500	727.811.434	-126.269.066	-14,78%
523020	MULTAS SANCIONES LITIGIOS INDEMNIZACIONES Y DEMANDAS	165.900	8.200	-157.700	-95,06%
523050	IMPUESTOS ASUMIDOS	545.797.000	518.406.625	-27.390.375	-5,02%
523095	OTROS	428.001.000	351.733.539	-76.267.461	-17,82%
6	COSTO DE VENTAS	4.518.957.725	4.157.013.580	-361.944.145	-8,01%
61	COSTO DE VENTAS Y DE PRESTACIÓN DE SERVICIOS	4.518.957.725	4.157.013.580	-361.944.145	-8,01%
6150	INTERESES DE DEPÓSITOS DE CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS	4.518.957.725	4.157.013.580	-361.944.145	-8,01%
615005	INTERESES DEPÓSITOS DE AHORRO ORDINARIO	862.147.843	560.800.349	-301.347.494	-34,95%
615010	INTERESES DEPÓSITOS DE AHORRO A TERMINO	3.101.797.267	3.322.915.334	221.118.067	7,13%
615015	INTERESES AHORRO CONTRACTUAL	42.144.449	43.125.998	981.549	2,33%
615025	CONTRIBUCIÓN EMERGENCIA ECONÓMICA	4.522.000	0	-4.522.000	-100,00%
615035	INTERESES DE CRÉDITOS DE BANCOS	508.346.166	230.171.899	-278.174.267	-54,72%
					
53	EXCEDENTES Y PERDIDAS DEL EJERCICIO	497.442.577	3.700.494.643	3.203.052.066	643,90%
